28,785388
28,629367
28,483810
28,483810
28,483810
28,651487
28,620982
28,620982
28,512332
28,391298
28,391298
28,391298
28,434846
28,677678
28,544023
28,528514
28,549068
28,579325
28,609583
28,718250
28,719173
28,776791
28,835833
28,897003
28,951336
28,951798
29,042439
29,201665
29,173667
29,007022
28,957995
29,003316
29,082929
29,031307
28,908995
28,921196
29,000785
28,994068
28,968258
28,907101
28,797277
28,745383
28,772255
28,734953
28,731878
28,676965
28,651019
28,664455
28,618086
28,703831
28,703055
28,700565
28,707283
28,684098
28,651280
28,819341
28,852646
28,835273
28,787367
28,770958
28,854989
28,871641
28,862954
28,909232
28,865943
28,897999
28,906326
28,901982
28,925121
28,903476
28,977444
28,847796
28,801900
28,859291
28,848469
28,885453
28,946408
29,017299
29,113783
29,110866
29,129358
29,159835
29,247971
29,365000
29,305685
29,264512
29,313246
29,357314
29,415829
29,400980
29,393585
29,378603
29,440071
29,444606
29,437181
29,433483
29,425992
29,459699
29,496505
29,415897
29,398218
29,394472
29,411326
29,346768
29,334916
29,278523
29,269522
29,225435
29,193156
29,187230
29,168590
29,206411
29,134974
29,100833
29,127665
29,118344
29,137255
29,109767
29,113992
29,127408
29,265752
29,462018
29,448275
29,450387
29,412637
29,409441
29,499766
29,519424
29,560024
29,541149
29,539551
29,598588
29,565189
29,590551
29,603139
29,593972
29,623490
29,606791
29,644853
29,682007
29,778134
29,772427
29,692740
29,711772
29,730348
29,959479
29,925311
29,957194
29,926051
30,009159
30,123724
30,106640
30,176794
30,122981
30,275767
30,382890
30,403571
30,438648
30,411742
30,473056
30,400672
30,402007
30,308031
30,277014
30,307671
30,271479
30,316505
30,272273
30,169817
30,126663
30,053163
30,121118
30,099002
30,047774
30,025186
30,006182
30,040160
30,029102
30,003487
29,992194
30,073706
30,233853
30,339954
30,242034
30,187649
30,228405
30,308478
30,516014
30,541712
30,523634
30,613892
30,718444
30,822212
30,835061
30,983814
30,908266
30,883434
31,031508
30,964308
31,038685
31,000911
31,127833
31,156091
31,121439
31,242290
31,118138
31,181599
31,195728
31,266446
31,236128
31,108161
31,131674
31,216136
31,251496
31,236337
31,243367
31,217422
31,300787
31,425517
31,352263
31,355778
31,342805
31,302612
31,306569
31,357991
31,372343
31,460429
31,440332
31,442310
31,468022
31,356835
31,301675
31,243806
31,401176
31,414031
31,358438
31,332674
31,222458
31,383855
31,481265
31,443882
31,431000
31,375891
31,286599
31,317777
31,352950
31,321101
31,368741
31,324095
31,339683
31,391654
31,220327
31,149289
31,097752
31,113653
31,139638
31,053975
31,025943
30,986055
31,116821
31,247294
31,109677
31,095661
31,075717
31,186247
31,219971
31,076625
31,201941
31,450575
31,505841
31,522703
31,520981
31,637729
31,697901
31,727608
31,849834
31,848973
31,907347
31,925980
32,009291
32,015753
31,941928
31,935114
31,944431
31,986086
31,923773
31,975612
31,955848
31,972778
32,226619
32,195462
32,221382
32,290902
32,424865
32,597116
32,598332
32,627867
32,662627
32,729609
32,815735
32,864280
32,875281
32,953664
33,112517
33,155579
33,179852
33,185353
33,224544
33,303970
33,344188
33,488989
33,491739
33,511335
33,551048
33,657549
33,570550
33,731826
33,847273
33,867130
33,920380
34,102733
34,402174
34,444686
34,424205
34,564816
34,655993
34,805713
34,897004
34,882671
34,960669
35,155247
35,234971
35,280617
35,273450
35,231878
35,060804
35,012345
34,982628
34,998007
34,977220
34,891683
34,924480
34,747116
34,427254
34,218713
34,062018
34,078416
33,989735
33,818104
33,566528
33,495244
33,495858
33,710379
33,624564
33,498776
33,568344
33,508827
33,559197
33,426119
33,366085
33,400869
33,371110
33,376273
33,349132
33,257523
33,070563
32,915277
33,023639
33,010068
32,964264
32,831029
32,808484
32,862665
32,855880
32,832978
32,766360
32,604673
32,377562
32,467282
32,504833
32,594721
32,513877
32,400322
32,442614
32,522480
32,440987
32,401341
32,367158
32,388304
32,428237
32,434173
32,523860
32,461899
32,562766
32,566238
32,569205
32,614049
32,437405
32,397842
32,486335
32,404867
32,285811
32,197489
32,177708
32,221954
32,123130
32,197080
32,152069
32,100344
32,122467
32,073055
32,187565
32,212254
32,165475
32,257163
32,273021
32,330276
32,342620
32,194267
32,114808
32,121657
32,170468
32,129671
32,055494
32,015765
