37,257890
33,662344
31,475523
35,630832
32,957353
36,661157
38,551694
35,861854
38,401895
33,164135
42,145541
41,055289
38,351426
39,893957
34,549168
42,793647
42,745942
40,486588
41,172867
35,955158
42,452157
42,684629
39,857050
40,413991
31,950577
38,194430
38,894944
35,079204
34,859015
28,471019
33,430097
33,798701
30,808778
30,097607
25,910953
29,814973
28,992313
27,638948
26,504538
23,716612
26,716296
28,392370
30,132953
29,179026
26,413023
29,451430
30,960592
32,270670
31,471445
28,724233
31,795831
32,873411
34,103000
33,436375
30,705271
34,020280
34,734038
35,673568
35,120601
32,419830
36,446081
38,156413
39,174715
38,697479
36,031768
39,950503
42,015087
43,094233
43,000022
40,525584
44,501202
45,974419
47,094893
47,337809
45,092092
49,214798
50,530891
51,784815
51,925389
49,941717
53,665489
54,592087
55,804748
53,010861
47,254165
49,232426
52,615685
53,944870
53,235974
43,854187
43,188332
46,556855
47,855213
48,126067
38,059277
37,216037
41,363572
42,635506
43,746147
33,247027
32,087903
38,822091
42,154721
44,987684
34,590597
33,206030
40,215752
43,036619
46,246538
36,676331
35,203787
42,931243
45,794961
49,049062
39,675521
39,053681
46,630818
49,089614
52,331740
43,312583
42,353590
48,665760
51,913601
55,145464
46,430065
45,826620
51,100314
54,565883
57,774020
49,366422
48,803503
51,106082
54,100167
57,136218
49,156294
48,856198
50,848946
53,700981
56,589530
50,759887
50,576503
51,786842
54,614183
57,329126
51,302424
50,237152
50,591545
51,769849
55,573969
52,331385
50,541906
50,292558
48,559584
51,447128
48,096982
45,883453
45,391883
44,126033
47,909836
44,467494
43,379284
42,879612
42,332640
46,814578
42,831540
40,581901
40,010955
39,894620
41,897836
40,814226
38,184145
37,552106
37,092146
36,409580
35,568604
33,148580
33,825116
33,178795
32,441035
31,072357
28,832381
30,285392
32,264094
31,620303
31,668349
27,064837
27,251342
31,480065
30,916818
33,831406
27,709979
28,025389
35,309861
34,797853
36,768778
29,713245
30,621100
39,368542
38,503231
39,709107
32,526996
33,388970
43,239529
42,101169
42,698381
32,397870
31,712776
43,326397
43,041988
43,112864
32,467726
32,830079
45,512818
46,301597
46,728467
34,882682
35,925768
49,015825
50,097582
50,195436
37,218876
39,003111
52,239094
53,777123
54,070155
40,815240
42,717472
55,758702
57,388251
57,391342
44,011617
46,632546
59,280006
60,954267
60,766270
47,932439
50,367199
62,558004
64,488165
64,187392
49,957966
54,675554
66,400547
68,207641
67,871425
53,701741
58,989299
69,778018
71,543653
71,188274
57,109811
63,049755
72,925788
74,555795
74,194881
60,431001
63,961656
70,120948
70,657378
70,116116
56,086571
61,955502
66,780849
65,895321
61,242759
49,869972
54,530193
59,116079
58,370089
54,294203
46,359628
49,368457
53,721154
53,119124
49,490083
42,312337
42,866446
46,946432
47,414781
44,145806
37,712080
37,293294
42,037874
43,469967
39,732791
34,134269
34,801259
40,681109
42,517947
39,047697
33,877551
33,816788
39,518168
41,701931
38,460473
33,657507
32,741633
39,211197
43,077390
40,231952
35,760770
34,771705
40,577808
44,256356
41,750362
37,563566
35,563630
40,757870
44,190880
41,913279
39,528441
36,242423
39,958409
43,106118
40,133435
37,537616
34,018596
38,407139
41,247947
39,144618
36,759074
33,763919
39,675750
41,828557
39,678326
37,314546
35,196759
41,176229
42,801578
40,678625
38,286009
34,962825
41,669055
41,700693
39,466002
36,182804
31,571458
38,902187
38,537853
36,094991
33,900508
29,933374
38,052927
37,820965
35,373119
32,334187
