0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
100,000000
100,000000
95,833333
100,000000
100,000000
100,000000
95,833333
100,000000
100,000000
95,833333
91,666667
87,500000
83,333333
79,166667
75,000000
70,833333
66,666667
62,500000
58,333333
54,166667
50,000000
45,833333
41,666667
37,500000
33,333333
29,166667
25,000000
20,833333
16,666667
12,500000
100,000000
95,833333
91,666667
87,500000
83,333333
79,166667
75,000000
70,833333
66,666667
62,500000
58,333333
54,166667
50,000000
45,833333
41,666667
37,500000
33,333333
29,166667
25,000000
20,833333
16,666667
12,500000
8,333333
4,166667
0,000000
4,166667
0,000000
29,166667
25,000000
20,833333
16,666667
12,500000
8,333333
4,166667
0,000000
0,000000
4,166667
0,000000
0,000000
0,000000
4,166667
0,000000
0,000000
62,500000
58,333333
54,166667
50,000000
45,833333
41,666667
37,500000
33,333333
29,166667
25,000000
20,833333
16,666667
12,500000
8,333333
4,166667
0,000000
16,666667
12,500000
8,333333
4,166667
0,000000
4,166667
0,000000
0,000000
0,000000
0,000000
58,333333
54,166667
50,000000
45,833333
41,666667
37,500000
33,333333
29,166667
25,000000
20,833333
16,666667
12,500000
8,333333
4,166667
0,000000
0,000000
37,500000
33,333333
29,166667
25,000000
20,833333
16,666667
12,500000
8,333333
4,166667
0,000000
0,000000
0,000000
20,833333
100,000000
100,000000
95,833333
91,666667
87,500000
83,333333
79,166667
75,000000
100,000000
100,000000
100,000000
95,833333
100,000000
100,000000
95,833333
91,666667
100,000000
95,833333
100,000000
95,833333
91,666667
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
95,833333
91,666667
87,500000
83,333333
79,166667
75,000000
70,833333
66,666667
62,500000
58,333333
54,166667
50,000000
45,833333
41,666667
37,500000
33,333333
29,166667
25,000000
20,833333
16,666667
12,500000
8,333333
4,166667
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
25,000000
20,833333
16,666667
12,500000
8,333333
4,166667
0,000000
16,666667
12,500000
8,333333
4,166667
0,000000
4,166667
0,000000
0,000000
4,166667
0,000000
0,000000
8,333333
4,166667
0,000000
58,333333
54,166667
50,000000
45,833333
41,666667
37,500000
33,333333
29,166667
25,000000
20,833333
16,666667
12,500000
8,333333
4,166667
0,000000
0,000000
0,000000
20,833333
16,666667
12,500000
8,333333
4,166667
0,000000
54,166667
50,000000
45,833333
41,666667
37,500000
33,333333
100,000000
95,833333
91,666667
87,500000
83,333333
79,166667
75,000000
100,000000
100,000000
95,833333
100,000000
100,000000
95,833333
100,000000
95,833333
91,666667
87,500000
83,333333
79,166667
75,000000
70,833333
66,666667
62,500000
58,333333
54,166667
50,000000
45,833333
41,666667
37,500000
33,333333
29,166667
25,000000
20,833333
16,666667
12,500000
8,333333
4,166667
0,000000
0,000000
8,333333
4,166667
0,000000
0,000000
0,000000
29,166667
25,000000
20,833333
16,666667
12,500000
8,333333
4,166667
0,000000
20,833333
16,666667
12,500000
100,000000
95,833333
91,666667
100,000000
100,000000
100,000000
100,000000
100,000000
95,833333
91,666667
87,500000
83,333333
79,166667
75,000000
70,833333
66,666667
62,500000
58,333333
54,166667
50,000000
45,833333
41,666667
37,500000
33,333333
29,166667
25,000000
20,833333
16,666667
12,500000
8,333333
4,166667
0,000000
0,000000
0,000000
95,833333
91,666667
87,500000
83,333333
100,000000
95,833333
91,666667
87,500000
83,333333
100,000000
100,000000
100,000000
100,000000
100,000000
95,833333
91,666667
87,500000
83,333333
79,166667
75,000000
70,833333
66,666667
62,500000
58,333333
54,166667
50,000000
45,833333
41,666667
37,500000
33,333333
29,166667
25,000000
20,833333
16,666667
12,500000
8,333333
4,166667
0,000000
41,666667
37,500000
33,333333
100,000000
95,833333
91,666667
87,500000
83,333333
79,166667
75,000000
70,833333
66,666667
62,500000
58,333333
54,166667
50,000000
100,000000
95,833333
91,666667
100,000000
95,833333
100,000000
95,833333
100,000000
100,000000
95,833333
100,000000
100,000000
100,000000
95,833333
91,666667
87,500000
83,333333
79,166667
75,000000
70,833333
66,666667
62,500000
58,333333
54,166667
50,000000
45,833333
41,666667
37,500000
33,333333
29,166667
25,000000
20,833333
16,666667
12,500000
100,000000
100,000000
100,000000
100,000000
100,000000
95,833333
91,666667
87,500000
83,333333
79,166667
75,000000
70,833333
100,000000
95,833333
91,666667
87,500000
83,333333
79,166667
75,000000
70,833333
66,666667
62,500000
100,000000
95,833333
91,666667
87,500000
83,333333
79,166667
75,000000
70,833333
66,666667
62,500000
58,333333
54,166667
50,000000
45,833333
41,666667
37,500000
33,333333
29,166667
25,000000
20,833333
16,666667
12,500000
8,333333
4,166667
0,000000
20,833333
16,666667
12,500000
8,333333
4,166667
0,000000
0,000000
29,166667
25,000000
20,833333
16,666667
100,000000
100,000000
100,000000
95,833333
91,666667
100,000000
95,833333
100,000000
95,833333
91,666667
87,500000
83,333333
79,166667
75,000000
70,833333
100,000000
100,000000
100,000000
100,000000
100,000000
100,000000
95,833333
100,000000
95,833333
100,000000
100,000000
95,833333
91,666667
87,500000
100,000000
100,000000
95,833333
100,000000
95,833333
100,000000
100,000000
100,000000
100,000000
95,833333
91,666667
100,000000
100,000000
95,833333
100,000000
100,000000
100,000000
95,833333
91,666667
87,500000
83,333333
79,166667
75,000000
70,833333
66,666667
62,500000
58,333333
54,166667
50,000000
45,833333
41,666667
37,500000
33,333333
29,166667
25,000000
20,833333
16,666667
12,500000
8,333333
4,166667
0,000000
0,000000
0,000000
12,500000
8,333333
4,166667
0,000000
0,000000
0,000000
29,166667
25,000000
20,833333
16,666667
12,500000
8,333333
4,166667
0,000000
0,000000
0,000000
12,500000
8,333333
4,166667
0,000000
0,000000
0,000000
79,166667
75,000000
70,833333
66,666667
62,500000
58,333333
54,166667
50,000000
45,833333
41,666667
37,500000
33,333333
29,166667
25,000000
20,833333
16,666667
12,500000
8,333333
4,166667
0,000000
0,000000
58,333333
54,166667
50,000000
45,833333
41,666667
37,500000
33,333333
29,166667
25,000000
20,833333
16,666667
